mint,entry_time_utc,entry_ts,entry_slot,entry_signature,entry_sol,age_s,pre_trade_count,pre_buy_count,pre_sell_count,pre_buy_ratio,pre_unique_wallets,pre_unique_buyers,pre_buy_sol,pre_sell_sol,pre_net_flow_sol,last_trade_gap_s,last30_trade_count,last30_sol,last60_trade_count,last60_sol,price_return,near_high,wallet_position_buy_sol,wallet_position_sell_sol,wallet_position_net_sol,wallet_position_roi
3NKmFHZZuPz7AfR98Q4VXLtXyM1sh1XLtjZwtnecpump,2026-05-01 05:53:52 UTC,1777614832,416815883,4dXTPM4wBuGjL8JXAY6MXFGUoN1SwpfqSDMg6YQpom9wMKFwiwThRm3gamg42yL9b7ZjW2M5r47741Yvn4Vxy9JV,0.55381672,76,88,67,21,0.7613636363636364,52,52,30.466526179,11.416746837999998,19.049779341,0,25,11.158039235999999,43,18.877300077,1.512563775441166,0.588552604290839,0.55381672,0.54623465,-0.007582069999999996,-0.013690576189176802
AjGNSy5HbKK3crurbU4TBu3FgEUhSEhPgKoDT4f6pump,2026-05-01 06:04:13 UTC,1777615453,416817467,A6Ack4E8ghnB1hizL3J548BgTyVayFVJUE5sqDiqCotpG7e4frUqPr69J5TbFDUfoE5veoLh9FBVyjiUq2hvAfz,0.518177935,73,121,69,52,0.5702479338842975,62,62,55.194163705,49.33162990899999,5.862533796000008,0,51,40.725100940999994,93,77.53929382300001,-0.5438740267573796,0.14506876461496246,0.518177935,0.408293986,-0.10988394899999998,-0.21205833281959408
2LygJAoS26geswH1pkGLrLBqdeX6rqXZn8kMxgcHpump,2026-05-01 06:07:09 UTC,1777615629,416817906,5qwr3CGgWyPZ6JqhcNci345ANsN7toeJUPxeZggCHEuFveWfBUXpKqYTRSzC2wcM4kBbprv2usVpmgaMUhdfXEUA,0.509177797,219,157,95,62,0.6050955414012739,77,77,45.440177459999994,29.931074392,15.509103067999995,0,11,5.595556888999999,29,13.195916682999998,0.765861344199747,0.8407643719291483,0.509177797,0.462800696,-0.046377100999999976,-0.0910823316987641
dcM4Czn1PXetC5R5CxK54biPuTha6nYim3ypb2fpump,2026-05-01 06:07:52 UTC,1777615672,416818012,41jEBHZi2h5WB5U8BwbUNjWVUfoRpR3fAbmjfFKTi3KRRpNDVm2BTbtNXqr7jMmS2RBZj36W6whb68xULWVcXaUk,0.44297567,2,19,15,4,0.7894736842105263,15,15,12.77258211,4.4614695840000005,8.311112525999999,0,19,17.234051694,19,17.234051694,0.5283924110074727,1.0,0.44297567,0.608987397,0.16601172700000005,0.3747648872002385
919tS7G5B4d6JerPxhkSNhBYRaZxwwvCGRPwQMnApump,2026-05-01 06:16:59 UTC,1777616219,416819394,34BKixXzsrc2ZkAZPpPr2ocvuyCKzeXC2zjL6B9fcwQHDxAh7geDko8efgSkw72ZboMCDQgfsToWhUGTDoNB5HNg,0.509594308,17,8,7,1,0.875,7,7,4.615949736,0.014680152,4.601269584,6,8,4.630629888,8,4.630629888,0.256078233659764,1.0,1.4939888369999998,1.527880014,0.033891177000000106,0.02268502692968924
Evb3ZLPwSR9hTDeanz2U6xRfdqJuns5Dce3EBQcbpump,2026-05-01 06:21:34 UTC,1777616494,416820098,4Mmi2n94evnPqUQTYgL1V8dATtnTUaGZne8AqnrhaNsVDStERQhCxQHWLuAyKnU3WiZPuuCD2QAbzJnYjyuugKoz,0.509090862,170,253,151,102,0.5968379446640316,100,100,81.68085174700005,73.24902897000001,8.431822777000036,0,20,10.54403789,89,52.934228474,0.14320490378988726,0.06891458792731077,0.509090862,0.488130192,-0.02096066999999996,-0.0411727484513363
Becf5jmHjavyz6SgzeWyEzr8DLG8Z6jHKoiyno5Vpump,2026-05-01 06:24:06 UTC,1777616646,416820487,3fiYq8B4e63UTkFbg1ykFuyqnw1myvuBZhnweStr2SRDksvQRMJYmkv5VuYhwJcbthYUfaafAgSbd76XxEU4zaCi,0.511267786,3,20,17,3,0.85,17,17,14.163060699,4.872744332,9.290316367,0,20,19.035805031000002,20,19.035805031000002,0.19951503720563069,0.7876011330226024,0.511267786,0.476805699,-0.034462086999999975,-0.06740516016004179
8uX3K3LPc5gZ2SNWaBw4ux2GqiwJB21Pmrnjbhh6pump,2026-05-01 06:46:13 UTC,1777617973,416823854,HqYPH9JaDRFqZ3f8j57ex6ArJ5z7wAxcunJP9KR92eWMAX1433njJqikk3TwKHVgC55QTd2iwcj3KnayXMzj4a1,0.584246653,29,177,109,68,0.615819209039548,84,84,69.08684405800001,39.85874093699999,29.228103121000018,0,177,108.94558499499999,177,108.94558499499999,0.8363442629047435,0.6645889928907351,0.584246653,0.563683085,-0.020563568000000032,-0.035196723668693454
5xMNDZzuFvcoBjZraafkRZ3vPxAPYpXTL5dRjJQQpump,2026-05-01 06:51:46 UTC,1777618306,416824699,3czEfMovBL6uFP3kSapiKhZrRpf2Wm8LnyEV1YN6jjqjCi99SPMXvHSPHJyFLnNQXiKU5BDuYPR39neEnCcn8UF,0.533175803,3,23,18,5,0.782608695652174,18,18,18.579260342,11.784530965000002,6.7947293769999995,1,23,30.363791307000003,23,30.363791307000003,-0.4182665058906483,0.5817334941093517,1.1303485640000002,0.827053217,-0.30329534700000016,-0.2683201949022869
5vxbQPg7h3aNTjS1NigbW19pQgU3EYKtasrnBz8Kpump,2026-05-01 06:55:46 UTC,1777618546,416825301,2wdRbonZP4ZS8NsN5JWMPLBrmsFzFofPHVGSko6cLHHfsX5584s7S6k6gB2kViPsye4dCbwdQMfFmVj6hBHpEsjA,0.497992504,63,101,62,39,0.6138613861386139,55,55,38.567947163,24.923371639000006,13.644575523999993,3,21,7.910245334000002,87,52.026025449,1.119597240328634,0.7212060893372719,0.497992504,0.479003495,-0.018989009,-0.038131114118135405
AB9MAtuAhWM6joeDj78NmTyFsTbSJGXnyKEtU7pNpump,2026-05-01 07:24:31 UTC,1777620271,416829657,3fABUPdq8soo9d7XugZz4DKRMSv9P8NURFuWZWPY5aeeRGB8GpmEZ37drp1J9q8TCueNfC5wvmPcJL1CNdzEhSFk,0.647301496,89,72,44,28,0.6111111111111112,29,29,21.800645990999996,19.655610308,2.145035682999996,0,12,6.990079856000001,36,22.335407531000005,0.22478050703696106,0.3751583678215582,0.647301496,0.553991661,-0.09330983500000001,-0.14415204595788547
9xcpRrCQ7iYeSqzViFJupBnVaAYbY9jMBHyciAw6pump,2026-05-01 07:32:31 UTC,1777620751,416830891,YBVJCiN8Yo7JT6CVC5x5txTazrTZ4tWeKnKcL3kwrhKJ9uGPPSJhmve4DVWU7mWW6LUKdi1ixhebJnYiMFW2Xoi,0.544789508,3,53,43,10,0.8113207547169812,43,43,44.54489792500001,19.747956153,24.796941772000007,0,53,64.292854078,53,64.292854078,1.0827341067083163,0.9212017212325243,0.544789508,0.39660704,-0.148182468,-0.27199948938811064
5DyqN3AJMfwPtX9Vw6pvyLxH8tkFS2a1AtdVDmXPpump,2026-05-01 07:33:03 UTC,1777620783,416830969,5vEGxDDC9izxavbxmyp4ZrVztaz2ZkAtgdfj1WFcNqYBx31bpZGZhHDGVzZyfQ4pqDL7iJKktHJgoXoynrmvb3g6,0.644072754,25,61,42,19,0.6885245901639344,39,39,40.495793790000015,19.205939381999997,21.289854408000018,0,61,59.70173317200001,61,59.70173317200001,-0.19885008371801927,0.5328302427949043,0.644072754,0.718227566,0.07415481200000007,0.11513421665403979
